rowId,gasDay,zoneCode,zoneName,largeUser,distribution,other,total
3389,2022-12-05,SW,South-West,299.1,12.2,12.8,324.1
3390,2022-12-05,TL,Telfer,16.8,0,0.4,17.2
3391,2022-12-06,DM,Dampier,187.9,0,2.9,190.8
3392,2022-12-06,GO,Goldfields,34.8,0.4,65.9,101.1
3393,2022-12-06,KG,Kalgoorlie,21.1,0.4,0.2,21.7
3394,2022-12-06,KA,Karratha,43.3,0,5.1,48.4
3395,2022-12-06,MT,Metro,246.4,41.9,7.6,295.9
3396,2022-12-06,MW,Mid-West,0,0,4.3,4.3
3397,2022-12-06,PR,Parmelia,17.9,18.1,4.2,40.2
3398,2022-12-06,PI,Pilbara,60.6,0,0,60.6
3399,2022-12-06,SW,South-West,254.7,11.2,14.8,280.7
3400,2022-12-06,TL,Telfer,22.1,0,0.4,22.5
3401,2022-12-07,DM,Dampier,181.6,0,2.7,184.3
3402,2022-12-07,GO,Goldfields,37.1,0.3,56.9,94.3
3403,2022-12-07,KG,Kalgoorlie,21.2,0.4,0.2,21.8
3404,2022-12-07,KA,Karratha,43.4,0,5,48.4
3405,2022-12-07,MT,Metro,248.2,40.6,9.3,298.1
3406,2022-12-07,MW,Mid-West,0,0,4.5,4.5
3407,2022-12-07,PR,Parmelia,17.8,17.7,3.7,39.2
3408,2022-12-07,PI,Pilbara,57.1,0,0,57.1
3409,2022-12-07,SW,South-West,273.9,11.1,16.3,301.3
3410,2022-12-07,TL,Telfer,19.5,0,0.4,19.9
3411,2022-12-08,DM,Dampier,176.5,0,2.1,178.6
3412,2022-12-08,GO,Goldfields,40.1,0.4,59.7,100.2
3413,2022-12-08,KG,Kalgoorlie,21.8,0.4,0.2,22.4
3414,2022-12-08,KA,Karratha,43.2,0,5.2,48.4
3415,2022-12-08,MT,Metro,264.6,33,9.2,306.8
3416,2022-12-08,MW,Mid-West,0,0,2.7,2.7
3417,2022-12-08,PR,Parmelia,17.9,18.3,3.7,39.9
3418,2022-12-08,PI,Pilbara,58.4,0,0,58.4
3419,2022-12-08,SW,South-West,293.8,11.1,16.5,321.4
3420,2022-12-08,TL,Telfer,20.2,0,0.4,20.6
3421,2022-12-09,DM,Dampier,176.6,0,3.3,179.9
3422,2022-12-09,GO,Goldfields,39.2,0.4,64.6,104.2
3423,2022-12-09,KG,Kalgoorlie,21.9,0.3,0.2,22.4
3424,2022-12-09,KA,Karratha,43.7,0,4.1,47.8
3425,2022-12-09,MT,Metro,267.2,35.4,9.4,312
3426,2022-12-09,MW,Mid-West,0,0,2,2
3427,2022-12-09,PR,Parmelia,2.9,19.7,3.8,26.4
3428,2022-12-09,PI,Pilbara,62.1,0,0,62.1
3429,2022-12-09,SW,South-West,321.7,10.6,13.8,346.1
3430,2022-12-09,TL,Telfer,19.6,0,0.4,20
3431,2022-12-10,DM,Dampier,175.7,0,2.2,177.9
3432,2022-12-10,GO,Goldfields,40.7,0.3,61.9,102.9
3433,2022-12-10,KG,Kalgoorlie,20.7,0.3,0.2,21.2
3434,2022-12-10,KA,Karratha,45.8,0,2.9,48.7
3435,2022-12-10,MT,Metro,269.3,28.9,9.4,307.6
3436,2022-12-10,MW,Mid-West,0,0,3.1,3.1
3437,2022-12-10,PR,Parmelia,3.4,16.8,4,24.2
3438,2022-12-10,PI,Pilbara,61.4,0,0,61.4
3439,2022-12-10,SW,South-West,306.5,10.1,17.6,334.2
3440,2022-12-10,TL,Telfer,19.6,0,0.4,20
3441,2022-12-11,DM,Dampier,176.2,0,2.5,178.7
3442,2022-12-11,GO,Goldfields,42.7,0.3,58.9,101.9
3443,2022-12-11,KG,Kalgoorlie,20.5,0.4,0.2,21.1
3444,2022-12-11,KA,Karratha,44.6,0,3,47.6
3445,2022-12-11,MT,Metro,271.4,29.6,9.4,310.4
3446,2022-12-11,MW,Mid-West,0,0,4.2,4.2
3447,2022-12-11,PR,Parmelia,3.4,16.5,4,23.9
3448,2022-12-11,PI,Pilbara,63.2,0,0,63.2
3449,2022-12-11,SW,South-West,277.8,10.9,16.9,305.6
3450,2022-12-11,TL,Telfer,20,0,0.4,20.4
3451,2022-12-12,DM,Dampier,180.7,0,2.9,183.6
3452,2022-12-12,GO,Goldfields,43.6,0.3,59.8,103.7
3453,2022-12-12,KG,Kalgoorlie,20.9,0.4,0.2,21.5
3454,2022-12-12,KA,Karratha,47.1,0,4,51.1
3455,2022-12-12,MT,Metro,238.6,33.3,7.6,279.5
3456,2022-12-12,MW,Mid-West,0,0,4.2,4.2
3457,2022-12-12,PR,Parmelia,3.1,18,3.5,24.6
3458,2022-12-12,PI,Pilbara,65.3,0,0,65.3
3459,2022-12-12,SW,South-West,296.3,11.3,17.9,325.5
3460,2022-12-12,TL,Telfer,19.9,0,0.4,20.3
3461,2022-12-13,DM,Dampier,183.2,0,2.8,186
3462,2022-12-13,GO,Goldfields,43.3,0.3,62.5,106.1
3463,2022-12-13,KG,Kalgoorlie,20.4,0.4,0.2,21
3464,2022-12-13,KA,Karratha,44.3,0,4.5,48.8
3465,2022-12-13,MT,Metro,232.5,37.3,6.9,276.7
3466,2022-12-13,MW,Mid-West,0,0,4,4
3467,2022-12-13,PR,Parmelia,3.7,18.5,3.6,25.8
3468,2022-12-13,PI,Pilbara,56,0,0,56
3469,2022-12-13,SW,South-West,288.6,11.5,17.2,317.3
3470,2022-12-13,TL,Telfer,12.8,0,0.4,13.2
3471,2022-12-14,DM,Dampier,173.9,0,2.9,176.8
3472,2022-12-14,GO,Goldfields,43.2,0.3,68.2,111.7
3473,2022-12-14,KG,Kalgoorlie,17.8,0.4,0.2,18.4
3474,2022-12-14,KA,Karratha,40.8,0,4.2,45
3475,2022-12-14,MT,Metro,263.3,32.5,7.1,302.9
3476,2022-12-14,MW,Mid-West,0,0,3.9,3.9
3477,2022-12-14,PR,Parmelia,17.7,17.4,3.7,38.8
3478,2022-12-14,PI,Pilbara,62.1,0,0,62.1
3479,2022-12-14,SW,South-West,267.8,10.6,15.2,293.6
3480,2022-12-14,TL,Telfer,12.1,0,0.4,12.5
3481,2022-12-15,DM,Dampier,174.5,0,2.8,177.3
3482,2022-12-15,GO,Goldfields,44,0.3,64.4,108.7
3483,2022-12-15,KG,Kalgoorlie,18.8,0.4,0.2,19.4
3484,2022-12-15,KA,Karratha,40.3,0,4.6,44.9
3485,2022-12-15,MT,Metro,275.8,38.7,8.7,323.2
3486,2022-12-15,MW,Mid-West,0,0,4.1,4.1
3487,2022-12-15,PR,Parmelia,11.9,17.3,3.6,32.8
3488,2022-12-15,PI,Pilbara,54.2,0,0,54.2
3489,2022-12-15,SW,South-West,283.1,10.7,17,310.8
3490,2022-12-15,TL,Telfer,14.6,0,0.4,15
3491,2022-12-16,DM,Dampier,171.5,0,2.6,174.1
3492,2022-12-16,GO,Goldfields,43,0.3,63.7,107
3493,2022-12-16,KG,Kalgoorlie,20.1,0.4,0.2,20.7
3494,2022-12-16,KA,Karratha,38.5,0,4.1,42.6
3495,2022-12-16,MT,Metro,238.1,33.3,8.5,279.9
3496,2022-12-16,MW,Mid-West,0,0,4.3,4.3
3497,2022-12-16,PR,Parmelia,3.4,17.3,4.1,24.8
3498,2022-12-16,PI,Pilbara,60.9,0,0,60.9
3499,2022-12-16,SW,South-West,293.7,10.1,17.3,321.1
3500,2022-12-16,TL,Telfer,15.4,0,0.4,15.8
3501,2022-12-17,DM,Dampier,174.4,0,2.7,177.1
3502,2022-12-17,GO,Goldfields,44.4,0.3,67.3,112
3503,2022-12-17,KG,Kalgoorlie,19.7,0.4,0,20.1
3504,2022-12-17,KA,Karratha,38.8,0,3.7,42.5
3505,2022-12-17,MT,Metro,263.4,30.3,8.7,302.4
3506,2022-12-17,MW,Mid-West,0,0,4.2,4.2
3507,2022-12-17,PR,Parmelia,3.1,17,4.1,24.2
3508,2022-12-17,PI,Pilbara,59.6,0,0,59.6
3509,2022-12-17,SW,South-West,310.2,9.7,17.3,337.2
3510,2022-12-17,TL,Telfer,18.6,0,0.4,19
3511,2022-12-18,DM,Dampier,178.2,0,2.8,181
3512,2022-12-18,GO,Goldfields,45,0.3,70.4,115.7
3513,2022-12-18,KG,Kalgoorlie,19.7,0.4,0,20.1
3514,2022-12-18,KA,Karratha,40,0,1.8,41.8
3515,2022-12-18,MT,Metro,277.7,30.3,9.2,317.2
3516,2022-12-18,MW,Mid-West,0,0,4.2,4.2
3517,2022-12-18,PR,Parmelia,3,17.4,4.7,25.1
3518,2022-12-18,PI,Pilbara,55.2,0,0,55.2
3519,2022-12-18,SW,South-West,316.5,9.5,17.6,343.6
3520,2022-12-18,TL,Telfer,20,0,0.4,20.4
3521,2022-12-19,DM,Dampier,182,0,3,185
3522,2022-12-19,GO,Goldfields,45.2,0.3,69.6,115.1
3523,2022-12-19,KG,Kalgoorlie,21.9,0.4,0.2,22.5
3524,2022-12-19,KA,Karratha,40.1,0,2.4,42.5
3525,2022-12-19,MT,Metro,316,34.9,9,359.9
3526,2022-12-19,MW,Mid-West,0,0,4,4
3527,2022-12-19,PR,Parmelia,3,16.3,5.3,24.6
3528,2022-12-19,PI,Pilbara,59.4,0,0,59.4
3529,2022-12-19,SW,South-West,330.2,10.4,6.7,347.3
3530,2022-12-19,TL,Telfer,19.8,0,0.4,20.2
3531,2022-12-20,DM,Dampier,186.1,0,3.1,189.2
3532,2022-12-20,GO,Goldfields,42.7,0.3,67.3,110.3
3533,2022-12-20,KG,Kalgoorlie,19.9,0.3,0.2,20.4
3534,2022-12-20,KA,Karratha,38.3,0,3.8,42.1
3535,2022-12-20,MT,Metro,351.9,36.1,9.1,397.1
3536,2022-12-20,MW,Mid-West,0,0,4.3,4.3
3537,2022-12-20,PR,Parmelia,2.2,17.4,4.9,24.5
3538,2022-12-20,PI,Pilbara,57.2,0,0,57.2
3539,2022-12-20,SW,South-West,347.5,10.4,8.9,366.8
3540,2022-12-20,TL,Telfer,17.2,0,0.5,17.7
3541,2022-12-21,DM,Dampier,184,0,2.9,186.9
3542,2022-12-21,GO,Goldfields,43.5,0.3,67.6,111.4
3543,2022-12-21,KG,Kalgoorlie,19.8,0.3,0,20.1
3544,2022-12-21,KA,Karratha,38.3,0,4.5,42.8
3545,2022-12-21,MT,Metro,332,35.4,9.3,376.7
3546,2022-12-21,MW,Mid-West,0,0,2.9,2.9
3547,2022-12-21,PR,Parmelia,2.3,17.9,4.7,24.9
3548,2022-12-21,PI,Pilbara,65.9,0,0,65.9
3549,2022-12-21,SW,South-West,298.4,10.9,15.7,325
3550,2022-12-21,TL,Telfer,19.9,0,0.4,20.3
3551,2022-12-22,DM,Dampier,177.1,0,3,180.1
3552,2022-12-22,GO,Goldfields,40.1,0.3,69.2,109.6
3553,2022-12-22,KG,Kalgoorlie,19,0.3,0,19.3
3554,2022-12-22,KA,Karratha,39.5,0,5,44.5
3555,2022-12-22,MT,Metro,297.1,33.3,7.2,337.6
3556,2022-12-22,MW,Mid-West,0,0,3.9,3.9
3557,2022-12-22,PR,Parmelia,3.2,16.8,4,24
3558,2022-12-22,PI,Pilbara,60,0,0,60
3559,2022-12-22,SW,South-West,293.1,9.4,14.3,316.8
3560,2022-12-22,TL,Telfer,19.7,0,0.4,20.1
3561,2022-12-23,DM,Dampier,171.6,0,2.7,174.3
3562,2022-12-23,GO,Goldfields,38.7,0.3,69.2,108.2
3563,2022-12-23,KG,Kalgoorlie,19.6,0.3,0,19.9
3564,2022-12-23,KA,Karratha,39.3,0,3.7,43
3565,2022-12-23,MT,Metro,316.1,31.5,6.6,354.2
3566,2022-12-23,MW,Mid-West,0,0,4.7,4.7
3567,2022-12-23,PR,Parmelia,3.1,17.2,3.3,23.6
3568,2022-12-23,PI,Pilbara,58.1,0,0,58.1
3569,2022-12-23,SW,South-West,285.4,8.3,4.3,298
3570,2022-12-23,TL,Telfer,19.6,0,0.4,20
3571,2022-12-24,DM,Dampier,177.3,0,2.9,180.2
3572,2022-12-24,GO,Goldfields,39.9,0.3,70.2,110.4
3573,2022-12-24,KG,Kalgoorlie,19.5,0.3,0,19.8
3574,2022-12-24,KA,Karratha,40,0,3.1,43.1
3575,2022-12-24,MT,Metro,305.2,22.7,6.9,334.8
3576,2022-12-24,MW,Mid-West,0,0,4.9,4.9
3577,2022-12-24,PR,Parmelia,2.9,16.5,3.3,22.7
3578,2022-12-24,PI,Pilbara,64.9,0,0,64.9
3579,2022-12-24,SW,South-West,302.5,7.7,14,324.2
3580,2022-12-24,TL,Telfer,19.9,0,0.4,20.3
3581,2022-12-25,DM,Dampier,187.2,0,3.3,190.5
3582,2022-12-25,GO,Goldfields,39.5,0.3,68.5,108.3
3583,2022-12-25,KG,Kalgoorlie,17.9,0.2,0,18.1
3584,2022-12-25,KA,Karratha,38.7,0,4.4,43.1
3585,2022-12-25,MT,Metro,287.6,14.8,7,309.4
3586,2022-12-25,MW,Mid-West,0,0,4.8,4.8
3587,2022-12-25,PR,Parmelia,2.9,15.3,3.2,21.4
3588,2022-12-25,PI,Pilbara,66.3,0,0,66.3
3589,2022-12-25,SW,South-West,300.5,7.1,17.7,325.3
3590,2022-12-25,TL,Telfer,19.8,0,0.4,20.2
3591,2022-12-26,DM,Dampier,190.2,0,3.5,193.7
3592,2022-12-26,GO,Goldfields,45,0.4,66.8,112.2
3593,2022-12-26,KG,Kalgoorlie,17,0.2,0,17.2
3594,2022-12-26,KA,Karratha,38.5,0,4.3,42.8
3595,2022-12-26,MT,Metro,272.9,21.9,7.6,302.4
3596,2022-12-26,MW,Mid-West,0,0,4.8,4.8
3597,2022-12-26,PR,Parmelia,2.9,15.7,4,22.6
3598,2022-12-26,PI,Pilbara,64.5,0,0,64.5
3599,2022-12-26,SW,South-West,264.1,7.8,17.2,289.1
3600,2022-12-26,TL,Telfer,20.2,0,0.4,20.6
3601,2022-12-27,DM,Dampier,186.7,0,3,189.7
3602,2022-12-27,GO,Goldfields,39.8,0.3,67,107.1
3603,2022-12-27,KG,Kalgoorlie,16.9,0.3,0,17.2
3604,2022-12-27,KA,Karratha,39.3,0,4.1,43.4
3605,2022-12-27,MT,Metro,251.3,28.6,9.1,289
3606,2022-12-27,MW,Mid-West,0,0,4.8,4.8
3607,2022-12-27,PR,Parmelia,2.9,15.7,5,23.6
3608,2022-12-27,PI,Pilbara,63.6,0,0,63.6
3609,2022-12-27,SW,South-West,287,8.8,17.4,313.2
3610,2022-12-27,TL,Telfer,19.6,0,0.4,20
3611,2022-12-28,DM,Dampier,185,0,3.8,188.8
3612,2022-12-28,GO,Goldfields,41.9,0.3,64.9,107.1
3613,2022-12-28,KG,Kalgoorlie,18,0.3,0,18.3
3614,2022-12-28,KA,Karratha,39.6,0,3.6,43.2
3615,2022-12-28,MT,Metro,282,35,9.2,326.2
3616,2022-12-28,MW,Mid-West,0,0,4.7,4.7
3617,2022-12-28,PR,Parmelia,13.1,15.1,4.9,33.1
3618,2022-12-28,PI,Pilbara,62.8,0,0,62.8
3619,2022-12-28,SW,South-West,257.8,9.1,10.7,277.6
3620,2022-12-28,TL,Telfer,19.1,0,0.4,19.5
3621,2022-12-29,DM,Dampier,186.6,0,3.6,190.2
3622,2022-12-29,GO,Goldfields,39.9,0.3,66.3,106.5
3623,2022-12-29,KG,Kalgoorlie,17.9,0.3,0,18.2
3624,2022-12-29,KA,Karratha,40.7,0,4.1,44.8
3625,2022-12-29,MT,Metro,305.3,28.3,9.2,342.8
3626,2022-12-29,MW,Mid-West,0,0,4.7,4.7
3627,2022-12-29,PR,Parmelia,12.9,16.4,4.5,33.8
3628,2022-12-29,PI,Pilbara,66.2,0,0,66.2
3629,2022-12-29,SW,South-West,272.9,8.8,7.3,289
3630,2022-12-29,TL,Telfer,18.2,0,0.4,18.6
3631,2022-12-30,DM,Dampier,175.8,0,3.7,179.5
3632,2022-12-30,GO,Goldfields,40.9,0.3,68.3,109.5
3633,2022-12-30,KG,Kalgoorlie,18.7,0.3,0,19
3634,2022-12-30,KA,Karratha,40.1,0,3.1,43.2
3635,2022-12-30,MT,Metro,293.7,21.4,9.1,324.2
3636,2022-12-30,MW,Mid-West,0,0,5,5
3637,2022-12-30,PR,Parmelia,12.7,15.3,4.1,32.1
3638,2022-12-30,PI,Pilbara,63.8,0,0,63.8
3639,2022-12-30,SW,South-West,298,8.3,12.7,319
3640,2022-12-30,TL,Telfer,20.6,0,0.4,21
3641,2022-12-31,DM,Dampier,170,0,3.6,173.6
3642,2022-12-31,GO,Goldfields,45.1,0.4,68.3,113.8
3643,2022-12-31,KG,Kalgoorlie,17.7,0.3,0,18
3644,2022-12-31,KA,Karratha,38.9,0,4.3,43.2
3645,2022-12-31,MT,Metro,258.8,21.9,9.2,289.9
3646,2022-12-31,MW,Mid-West,0,0,4.9,4.9
3647,2022-12-31,PR,Parmelia,12.6,14.5,4.3,31.4
3648,2022-12-31,PI,Pilbara,63.1,0,0,63.1
3649,2022-12-31,SW,South-West,265.7,8,16.9,290.6
3650,2022-12-31,TL,Telfer,22.8,0,0.4,23.2
